SalesOrderNumber,OrderDate,Year,Quarter,YearQuarter,Month,ProductKey,Category,Subcategory,ModelName,Color,CustomerKey,CustomerName,Gender,AgeGroup,Education,Region,SalespersonID,SalespersonName,SupervisorName,SalesReasonName,SalesReasonType,Quantity,UnitPrice,UnitCost,SalesAmount,TotalCost,Profit,ShippingDays
SO45500,2006-02-26,2006,Q1,2006-Q1,2,312,Bikes,Road Bikes,Road-150,Red,11189,Lawrence Blanco,M,55 - 64,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,56,367.5,245,20580.0,13720,6860.0,7
SO45501,2006-02-26,2006,Q1,2006-Q1,2,350,Bikes,Mountain Bikes,Mountain-100,Black,25993,Heidi Chandra,F,45 - 54,High School,United States,1,Aahil Mullen,Benn Pitt,Price,Other,14,562.5,375,7875.0,5250,2625.0,7
SO45502,2006-02-26,2006,Q1,2006-Q1,2,314,Bikes,Road Bikes,Road-150,Red,28173,Timothy Young,M,45 - 54,High School,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,14,382.5,255,5355.0,3570,1785.0,7
SO45503,2006-02-26,2006,Q1,2006-Q1,2,314,Bikes,Road Bikes,Road-150,Red,22995,Isabella Bryant,F,35 - 44,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,56,382.5,255,21420.0,14280,7140.0,7
SO45504,2006-02-26,2006,Q1,2006-Q1,2,340,Bikes,Road Bikes,Road-650,Black,14730,Jerry Ferrier,M,55 - 64,High School,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,14,502.5,335,7035.0,4690,2345.0,7
SO45505,2006-02-26,2006,Q1,2006-Q1,2,313,Bikes,Road Bikes,Road-150,Red,19593,Carla Rana,F,45 - 54,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,14,375.0,250,5250.0,3500,1750.0,7
SO45506,2006-02-26,2006,Q1,2006-Q1,2,311,Bikes,Road Bikes,Road-150,Red,19615,Franklin Sun,M,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,56,360.0,240,20160.0,13440,6720.0,7
SO45507,2006-02-26,2006,Q1,2006-Q1,2,314,Bikes,Road Bikes,Road-150,Red,19616,Stefanie Rana,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,14,382.5,255,5355.0,3570,1785.0,7
SO45508,2006-02-27,2006,Q1,2006-Q1,2,310,Bikes,Road Bikes,Road-150,Red,12510,Roberto Sanz,M,45 - 54,Bachelors,France,7,King Landry,Benn Pitt,Manufacturer,Other,14,352.5,235,4935.0,3290,1645.0,7
SO45509,2006-02-27,2006,Q1,2006-Q1,2,310,Bikes,Road Bikes,Road-150,Red,14148,Shaun Sharma,M,45 - 54,Graduate Degree,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,14,352.5,235,4935.0,3290,1645.0,7
SO45510,2006-02-27,2006,Q1,2006-Q1,2,310,Bikes,Road Bikes,Road-150,Red,22998,Lauren Washington,F,35 - 44,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,14,352.5,235,4935.0,3290,1645.0,7
SO45511,2006-02-28,2006,Q1,2006-Q1,2,311,Bikes,Road Bikes,Road-150,Red,12523,Steve Wagner,M,25 - 34,High School,France,7,King Landry,Benn Pitt,Manufacturer,Other,14,360.0,240,5040.0,3360,1680.0,7
SO45512,2006-02-28,2006,Q1,2006-Q1,2,312,Bikes,Road Bikes,Road-150,Red,11175,Luis Wang,M,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,56,367.5,245,20580.0,13720,6860.0,7
SO45513,2006-02-28,2006,Q1,2006-Q1,2,348,Bikes,Mountain Bikes,Mountain-100,Black,25996,Faith Murphy,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,14,547.5,365,7665.0,5110,2555.0,7
SO45514,2006-02-28,2006,Q1,2006-Q1,2,314,Bikes,Road Bikes,Road-150,Red,28051,Thomas Young,M,55 - 64,High School,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,14,382.5,255,5355.0,3570,1785.0,7
SO45515,2006-02-28,2006,Q1,2006-Q1,2,310,Bikes,Road Bikes,Road-150,Red,19557,Bridget She,F,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,14,352.5,235,4935.0,3290,1645.0,7
SO45580,2006-03-01,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,14428,Cassie Andersen,F,45 - 54,Partial College,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,56,283.5,189,15876.0,10584,5292.0,7
SO45581,2006-03-01,2006,Q1,2006-Q1,3,313,Bikes,Road Bikes,Road-150,Red,11263,Trinity Richardson,F,35 - 44,Partial College,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,14,301.5,201,4221.0,2814,1407.0,7
SO45582,2006-03-01,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,28656,Lucas Murphy,M,35 - 44,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,12,295.5,197,3546.0,2364,1182.0,7
SO45583,2006-03-01,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,11274,Kyle Foster,M,65+,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,15,289.5,193,4342.5,2895,1447.5,7
SO45584,2006-03-01,2006,Q1,2006-Q1,3,336,Bikes,Road Bikes,Road-650,Black,25828,Ronald Madan,M,35 - 44,Partial High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,30,391.5,261,11745.0,7830,3915.0,7
SO45585,2006-03-01,2006,Q1,2006-Q1,3,351,Bikes,Mountain Bikes,Mountain-100,Black,11905,Isaiah Ramirez,M,35 - 44,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Price,Other,120,457.5,305,54900.0,36600,18300.0,7
SO45586,2006-03-02,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,12613,Joel Prasad,M,35 - 44,Bachelors,France,7,King Landry,Benn Pitt,Manufacturer,Other,30,289.5,193,8685.0,5790,2895.0,7
SO45587,2006-03-02,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,11531,Nina Yuan,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,30,283.5,189,8505.0,5670,2835.0,7
SO45588,2006-03-02,2006,Q1,2006-Q1,3,313,Bikes,Road Bikes,Road-150,Red,11275,Jenny Rai,F,65+,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,30,301.5,201,9045.0,6030,3015.0,7
SO45589,2006-03-02,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,19784,Christy Liu,F,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,30,307.5,205,9225.0,6150,3075.0,7
SO45590,2006-03-02,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,19763,Roger Lu,M,55 - 64,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,30,289.5,193,8685.0,5790,2895.0,7
SO45591,2006-03-02,2006,Q1,2006-Q1,3,326,Bikes,Road Bikes,Road-650,Red,25831,Sebastian Torres,M,35 - 44,High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,3,361.5,241,1084.5,723,361.5,7
SO45592,2006-03-02,2006,Q1,2006-Q1,3,345,Bikes,Mountain Bikes,Mountain-100,Silver,11897,Orlando Ashe,M,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,2,421.5,281,843.0,562,281.0,7
SO45593,2006-03-03,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,15118,Nelson Ortega,M,55 - 64,High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,13,283.5,189,3685.5,2457,1228.5,7
SO45594,2006-03-03,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,11282,Christian Thomas,M,45 - 54,Partial College,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,13,295.5,197,3841.5,2561,1280.5,7
SO45595,2006-03-03,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,11515,Shannon Huang,F,45 - 54,High School,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,13,307.5,205,3997.5,2665,1332.5,7
SO45596,2006-03-03,2006,Q1,2006-Q1,3,332,Bikes,Road Bikes,Road-650,Black,20564,Jessie Gao,M,55 - 64,Bachelors,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,36,379.5,253,13662.0,9108,4554.0,7
SO45597,2006-03-03,2006,Q1,2006-Q1,3,328,Bikes,Road Bikes,Road-650,Red,14740,Jenna Scott,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,20,367.5,245,7350.0,4900,2450.0,7
SO45598,2006-03-03,2006,Q1,2006-Q1,3,340,Bikes,Road Bikes,Road-650,Black,14744,Elijah Yang,M,45 - 54,Partial College,United States,1,Aahil Mullen,Benn Pitt,Price,Other,48,403.5,269,19368.0,12912,6456.0,7
SO45599,2006-03-03,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,19794,Danny Ortega,M,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,192,295.5,197,56736.0,37824,18912.0,7
SO45600,2006-03-03,2006,Q1,2006-Q1,3,313,Bikes,Road Bikes,Road-150,Red,19628,Holly Martinez,F,45 - 54,Partial College,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,384,301.5,201,115776.0,77184,38592.0,7
SO45601,2006-03-03,2006,Q1,2006-Q1,3,348,Bikes,Mountain Bikes,Mountain-100,Black,11893,Orlando Carlson,M,35 - 44,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Price,Other,24,439.5,293,10548.0,7032,3516.0,7
SO45602,2006-03-04,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,12607,Tamara Zhu,F,45 - 54,Graduate Degree,France,7,King Landry,Benn Pitt,Manufacturer,Other,24,295.5,197,7092.0,4728,2364.0,7
SO45603,2006-03-04,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,11296,Haley Richardson,F,65+,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,4800,295.5,197,1418400.0,945600,472800.0,7
SO45604,2006-03-04,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,11317,Victoria Russell,F,55 - 64,Partial College,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,96,307.5,205,29520.0,19680,9840.0,7
SO45605,2006-03-04,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,11626,Destiny Rogers,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,96,289.5,193,27792.0,18528,9264.0,7
SO45606,2006-03-04,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,19967,Devon Deng,M,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,24,295.5,197,7092.0,4728,2364.0,7
SO45607,2006-03-04,2006,Q1,2006-Q1,3,330,Bikes,Road Bikes,Road-650,Red,25830,Louis Nath,M,35 - 44,Partial High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,24,373.5,249,8964.0,5976,2988.0,7
SO45608,2006-03-04,2006,Q1,2006-Q1,3,349,Bikes,Mountain Bikes,Mountain-100,Black,11896,Frank Carlson,M,35 - 44,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Price,Other,1,445.5,297,445.5,297,148.5,7
SO45609,2006-03-04,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,14774,Max Ferrier,M,35 - 44,Graduate Degree,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,8,289.5,193,2316.0,1544,772.0,7
SO45610,2006-03-05,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,11303,Julia Coleman,F,45 - 54,High School,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,30,283.5,189,8505.0,5670,2835.0,7
SO45611,2006-03-05,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,11535,Devin Nelson,M,45 - 54,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,60,283.5,189,17010.0,11340,5670.0,7
SO45612,2006-03-05,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,14795,Crystal Gao,F,35 - 44,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,30,295.5,197,8865.0,5910,2955.0,7
SO45613,2006-03-06,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,11522,Christian Hughes,M,45 - 54,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,56,307.5,205,17220.0,11480,5740.0,7
SO45614,2006-03-06,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,23385,Isaac Brooks,M,45 - 54,Partial College,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,14,295.5,197,4137.0,2758,1379.0,7
SO45615,2006-03-06,2006,Q1,2006-Q1,3,342,Bikes,Road Bikes,Road-650,Black,18137,Gabriel Kumar,M,45 - 54,High School,France,7,King Landry,Benn Pitt,Price,Other,12,409.5,273,4914.0,3276,1638.0,7
SO45616,2006-03-06,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,14800,Abby Arthur,F,35 - 44,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,6,307.5,205,1845.0,1230,615.0,7
SO45617,2006-03-06,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,15354,Corey Kumar,M,45 - 54,Bachelors,United Kingdom,10,Roshan Jeffery,Benn Pitt,Manufacturer,Other,12,289.5,193,3474.0,2316,1158.0,7
SO45618,2006-03-06,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,12618,Dawn Lal,F,35 - 44,Bachelors,France,7,King Landry,Benn Pitt,Manufacturer,Other,4,289.5,193,1158.0,772,386.0,7
SO45619,2006-03-06,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,19787,Alex Hill,M,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,32,289.5,193,9264.0,6176,3088.0,7
SO45620,2006-03-06,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,19951,Roy Moreno,M,25 - 34,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,12,307.5,205,3690.0,2460,1230.0,7
SO45621,2006-03-06,2006,Q1,2006-Q1,3,346,Bikes,Mountain Bikes,Mountain-100,Silver,11768,Clayton Nara,M,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,42,427.5,285,17955.0,11970,5985.0,7
SO45622,2006-03-07,2006,Q1,2006-Q1,3,344,Bikes,Mountain Bikes,Mountain-100,Silver,28470,Tamara Tang,F,45 - 54,Partial College,France,7,King Landry,Benn Pitt,Price,Other,12,415.5,277,4986.0,3324,1662.0,7
SO45623,2006-03-07,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,14769,Jessica Powell,F,35 - 44,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,20,289.5,193,5790.0,3860,1930.0,7
SO45624,2006-03-07,2006,Q1,2006-Q1,3,313,Bikes,Road Bikes,Road-150,Red,11291,Jenna Wright,F,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,120,301.5,201,36180.0,24120,12060.0,7
SO45625,2006-03-07,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,11307,Hunter Rodriguez,M,45 - 54,Partial High School,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,120,307.5,205,36900.0,24600,12300.0,7
SO45626,2006-03-07,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,11259,Victoria Stewart,F,35 - 44,Partial College,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,10,283.5,189,2835.0,1890,945.0,7
SO45627,2006-03-07,2006,Q1,2006-Q1,3,324,Bikes,Road Bikes,Road-650,Red,18039,Logan Clark,M,25 - 34,Partial College,France,7,King Landry,Benn Pitt,Price,Other,10,355.5,237,3555.0,2370,1185.0,7
SO45628,2006-03-07,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,19795,Casey Navarro,M,45 - 54,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,10,307.5,205,3075.0,2050,1025.0,7
SO45629,2006-03-07,2006,Q1,2006-Q1,3,347,Bikes,Mountain Bikes,Mountain-100,Silver,11892,Julio Ortega,M,35 - 44,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Price,Other,10,433.5,289,4335.0,2890,1445.0,7
SO45630,2006-03-07,2006,Q1,2006-Q1,3,351,Bikes,Mountain Bikes,Mountain-100,Black,11899,Brenda Perez,F,35 - 44,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Price,Other,10,457.5,305,4575.0,3050,1525.0,7
SO45631,2006-03-08,2006,Q1,2006-Q1,3,350,Bikes,Mountain Bikes,Mountain-100,Black,11237,Clarence Anand,M,45 - 54,Bachelors,Germany,8,Meerab Yang,Rudi Chung,Price,Other,48,451.5,301,21672.0,14448,7224.0,7
SO45632,2006-03-08,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,14775,Bonnie Xie,F,35 - 44,Graduate Degree,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,48,307.5,205,14760.0,9840,4920.0,7
SO45633,2006-03-08,2006,Q1,2006-Q1,3,351,Bikes,Mountain Bikes,Mountain-100,Black,26011,Daisuke Yanagishima,F,45 - 54,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,48,457.5,305,21960.0,14640,7320.0,7
SO45634,2006-03-08,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,19766,Edwin Lin,M,55 - 64,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,192,307.5,205,59040.0,39360,19680.0,7
SO45635,2006-03-09,2006,Q1,2006-Q1,3,313,Bikes,Road Bikes,Road-150,Red,23351,Lucas Sanchez,M,25 - 34,High School,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,48,301.5,201,14472.0,9648,4824.0,7
SO45636,2006-03-09,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,11302,Spencer Russell,M,45 - 54,High School,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,48,289.5,193,13896.0,9264,4632.0,7
SO45637,2006-03-09,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,11525,Ariana Cook,F,45 - 54,Partial College,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,96,307.5,205,29520.0,19680,9840.0,7
SO45638,2006-03-09,2006,Q1,2006-Q1,3,324,Bikes,Road Bikes,Road-650,Red,14746,Courtney Nelson,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,48,355.5,237,17064.0,11376,5688.0,7
SO45639,2006-03-09,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,19782,Derek Shan,M,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,48,289.5,193,13896.0,9264,4632.0,7
SO45640,2006-03-09,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,19964,Gloria Alonso,F,35 - 44,Partial High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,96,289.5,193,27792.0,18528,9264.0,7
SO45641,2006-03-10,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,23306,Byron Ortega,M,25 - 34,High School,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,48,289.5,193,13896.0,9264,4632.0,7
SO45642,2006-03-10,2006,Q1,2006-Q1,3,313,Bikes,Road Bikes,Road-150,Red,11623,Angela Perry,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,12,301.5,201,3618.0,2412,1206.0,7
SO45643,2006-03-11,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,14541,Douglas Kapoor,M,45 - 54,Graduate Degree,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,12,283.5,189,3402.0,2268,1134.0,7
SO45644,2006-03-11,2006,Q1,2006-Q1,3,350,Bikes,Mountain Bikes,Mountain-100,Black,28458,Casey She,F,45 - 54,Graduate Degree,France,7,King Landry,Benn Pitt,Price,Other,48,451.5,301,21672.0,14448,7224.0,7
SO45645,2006-03-11,2006,Q1,2006-Q1,3,351,Bikes,Mountain Bikes,Mountain-100,Black,11482,Adrienne Torres,F,35 - 44,High School,United Kingdom,10,Roshan Jeffery,Benn Pitt,Price,Other,12,457.5,305,5490.0,3660,1830.0,7
SO45646,2006-03-11,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,11289,Maria Carter,F,45 - 54,Bachelors,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,6,295.5,197,1773.0,1182,591.0,7
SO45647,2006-03-11,2006,Q1,2006-Q1,3,347,Bikes,Mountain Bikes,Mountain-100,Silver,25997,Katherine Wright,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,12,433.5,289,5202.0,3468,1734.0,7
SO45648,2006-03-11,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,19791,Warren Zhou,M,45 - 54,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,48,295.5,197,14184.0,9456,4728.0,7
SO45649,2006-03-12,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,11319,Jade Bailey,F,65+,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,12,283.5,189,3402.0,2268,1134.0,7
SO45650,2006-03-12,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,28652,Mariah Murphy,F,35 - 44,Bachelors,Canada,6,Kayan Walters,Rudi Chung,Manufacturer,Other,12,295.5,197,3546.0,2364,1182.0,7
SO45651,2006-03-12,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,19771,Tasha Jai,F,55 - 64,High School,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,6,289.5,193,1737.0,1158,579.0,7
SO45652,2006-03-12,2006,Q1,2006-Q1,3,334,Bikes,Road Bikes,Road-650,Black,25826,Nathaniel Watson,M,35 - 44,Partial College,Australia,9,Rabia Silva,Rudi Chung,Price,Other,3,385.5,257,1156.5,771,385.5,7
SO45653,2006-03-12,2006,Q1,2006-Q1,3,347,Bikes,Mountain Bikes,Mountain-100,Silver,11764,Jessie Ramos,F,35 - 44,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Price,Other,6,433.5,289,2601.0,1734,867.0,7
SO45654,2006-03-13,2006,Q1,2006-Q1,3,348,Bikes,Mountain Bikes,Mountain-100,Black,28478,Riley Long,F,65+,Partial College,France,7,King Landry,Benn Pitt,Price,Other,6,439.5,293,2637.0,1758,879.0,7
SO45655,2006-03-13,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,11323,Jose Patterson,M,65+,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,9,295.5,197,2659.5,1773,886.5,7
SO45656,2006-03-13,2006,Q1,2006-Q1,3,313,Bikes,Road Bikes,Road-150,Red,11617,Sean Brooks,M,45 - 54,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,9,301.5,201,2713.5,1809,904.5,7
SO45657,2006-03-13,2006,Q1,2006-Q1,3,311,Bikes,Road Bikes,Road-150,Red,11266,Taylor Howard,F,35 - 44,Partial College,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,18,289.5,193,5211.0,3474,1737.0,7
SO45658,2006-03-13,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,11270,Robert Lee,M,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,9,295.5,197,2659.5,1773,886.5,7
SO45659,2006-03-13,2006,Q1,2006-Q1,3,349,Bikes,Mountain Bikes,Mountain-100,Black,26003,Denise Subram,F,35 - 44,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,60,445.5,297,26730.0,17820,8910.0,7
SO45660,2006-03-13,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,19797,Clarence Liu,M,45 - 54,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,3,295.5,197,886.5,591,295.5,7
SO45661,2006-03-13,2006,Q1,2006-Q1,3,342,Bikes,Road Bikes,Road-650,Black,25827,Karla Nara,F,35 - 44,High School,Australia,9,Rabia Silva,Rudi Chung,Price,Other,48,409.5,273,19656.0,13104,6552.0,7
SO45662,2006-03-13,2006,Q1,2006-Q1,3,350,Bikes,Mountain Bikes,Mountain-100,Black,11906,Gabriella Sanders,F,35 - 44,Graduate Degree,Australia,9,Rabia Silva,Rudi Chung,Price,Other,2,451.5,301,903.0,602,301.0,7
SO45663,2006-03-13,2006,Q1,2006-Q1,3,347,Bikes,Mountain Bikes,Mountain-100,Silver,11901,Stacy Alvarez,F,35 - 44,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Price,Other,12,433.5,289,5202.0,3468,1734.0,7
SO45664,2006-03-14,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,14713,Jon Ye,M,35 - 44,Partial College,Germany,8,Meerab Yang,Rudi Chung,Manufacturer,Other,12,295.5,197,3546.0,2364,1182.0,7
SO45665,2006-03-14,2006,Q1,2006-Q1,3,346,Bikes,Mountain Bikes,Mountain-100,Silver,26004,Arthur Washington,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,6,427.5,285,2565.0,1710,855.0,7
SO45666,2006-03-14,2006,Q1,2006-Q1,3,326,Bikes,Road Bikes,Road-650,Red,14738,Ethan Garcia,M,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Price,Other,24,361.5,241,8676.0,5784,2892.0,7
SO45667,2006-03-14,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,19957,Arthur Mehta,M,25 - 34,Bachelors,Australia,9,Rabia Silva,Rudi Chung,Manufacturer,Other,6,307.5,205,1845.0,1230,615.0,7
SO45668,2006-03-15,2006,Q1,2006-Q1,3,312,Bikes,Road Bikes,Road-150,Red,11298,Jon Luo,M,65+,Graduate Degree,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,12,295.5,197,3546.0,2364,1182.0,7
SO45669,2006-03-15,2006,Q1,2006-Q1,3,314,Bikes,Road Bikes,Road-150,Red,11528,Joan Washington,F,45 - 54,Partial College,United States,4,Fintan Knott,Patrycja Bloggs,Manufacturer,Other,3,307.5,205,922.5,615,307.5,7
SO45670,2006-03-15,2006,Q1,2006-Q1,3,310,Bikes,Road Bikes,Road-150,Red,11541,Aidan Ross,M,45 - 54,Graduate Degree,United States,1,Aahil Mullen,Benn Pitt,Manufacturer,Other,6,283.5,189,1701.0,1134,567.0,7
